property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,host_has_profile_pic,host_response_rate,instant_bookable,name,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,price
House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,TRUE,LA,"Comfortable private bedroom/private bathroom in luxury house next to the marina and Venice beach. Quiet upscale neighborhood yet close to LAX. Short walk to great restaurants, bicycle rentals, yoga studios. etc. Convenient (free) street parking luxury house next to the beach. private bedroom and bathroom. convenient (free) street parking. wifi Access to living and dining area, kitchen, and outdoor poolside patio area. Host available on premises to answer questions about the area.  Convenient public buses nearby.",TRUE,1,TRUE,Great room next to the beach!!,222,95,90292,1,1,81.99999999999994
Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Pull-out Sofa,moderate,TRUE,LA,"A piece of Venice history, this building was built in 1907 and is full character. A walk street away from sand, and surrounded by bars and restaurants ranging from fantastic whole in the wall to the finest dining. Bikes and the beach The FBA is right in the mix of Venice.  Walk down Abbot Kinney, head to the Venice sign, or just go to the beach.  Restaurants, cafes, shops, boardwalk vendors and characters from all walks of (URL HIDDEN) all right here.      There are bus stops all around.  Take a short bus or bike ride to the Metro rail for an easy and fun ride to Downtown LA or any of the stops along the way.",TRUE,1,FALSE,Funky Beach Apartment,12,82,90291,0,1,195
House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Bathtub,""Children’s books and toys"",""Fireplace guards"",""Room-darkening shades""}",3,1,Real Bed,moderate,TRUE,LA,"Come relax in your own private suite next to the Venice canals, and only two minute walk to the beach, 5 minute walk to Washington Blvd, and not far from Rainbow Acres, Mendocino Farms, Sugarfish sushi, The Terrace Cafe, The Counter, dive bars, juice bars, and more. The suite is secure with it's own coded lock, and has a private bath, walk-in closet, washer and dryer. Upstairs is a big spacious kitchen, living room, and dining room... good for couples, solo adventurers, and small families.",TRUE,1,FALSE,Urban Luxury Master Suite - Only 2 Blocks 2 Beach!,3,100,90292,1,2,139.00000000000009
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Essentials,Shampoo}",2,1,Real Bed,strict,TRUE,LA,"Lovely fully remodeled very private guest studio/cabin in our tranquil and charming back garden in the heart of Venice Beach. The studio is a bright and cozy fully furnished, roomy, high ceiling space with cable TV and high speed wireless internet, a good size bathroom with shower, with nice shampoo, conditioner and soap ☺ ; kitchenette with sink, refrigerator-freezer, toaster oven, hot plate, blender, of coarse we provide with dishes, glasses and kitchen utensils, electric kettle, coffee maker and French press. For your enjoyment, we include fresh organic grounded coffee and teas. Fresh linens and bath and hand towels, also beach towels hair dryer and umbrella. A beautiful sunny private garden, with: barbecue, fire pit, outdoor shower, hammock and garden furnishings. There are also a couple of soft top surfboards for sun and fun at the beach.  The studio is perfectly sized for two people, but three could be accommodated, so please let us know, we have a spare single memory foam mattre",TRUE,1,TRUE,cottage in the heart of Venice BCH.,320,98,90291,1,1,110.00000000000004
Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Private entrance""}",6,1,Real Bed,strict,TRUE,LA,"*comes with 2 beach cruiser bikes for your use!!!** This Venice oasis is a modern 2 bedroom 1 bathroom Venice Beach apartment. It's literally just steps away from Venice Beach Boardwalk, Abbot Kinney, Windward Circle, and the Venice Canals. Perfect location to enjoy California sunsets, fine dining, shopping, coffee, and the beach! Decorated with warm rich colors, our 2 bedroom 1 bathroom Venice Beach bungalow creates a cozy and inviting vibe and is perfect for families. This amazing home is ideal for entertaining, with a spacious living room bursting with sunlight. The impressive master suite features a queen size bed, large windows, and carpeted floors, while the guest room is almost as big and features a queen size bed. Beyond the bedrooms, there is a fully furnished kitchen complete with white wood cabinetry, a gas stove and oven, microwave, and stainless steel appliances. Choose to dine in our secluded dining room that seats 4. The living room is naturally well-lit and great for en",TRUE,1,TRUE,Modern 2 BDR Getaway on Windward Circle + 2 Bikes!,34,83,90291,2,2,175.99999999999991
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,strict,TRUE,LA,"Come soak up the sun in this cozy Venice Beach Canal getaway. It's located just across the road from the beach and famous boardwalk full of artists, performers. the new Skate Park, muscle beach, the ocean and the best sunsets.  Staying on the canal is priceless!  We have a little boat for you to row around the canal with and it's very romantic at sunset. :)  This comfy holiday rental is in the perfect location for an authentic Venice Beach experience! This 1 bedroom/1 bathroom apartment can sleep up to 5 on a pull out sofa and futon in the living room. We also have a private remote entry garage for your cars safety. The kitchen is fully stocked for all your cooking needs. The bedroom has a queen sized bed with clean fresh sheets. The room also has a huge chalk board wall for your artistic enjoyment! :) The bathroom has a shower and bathtub. We provide clean towels and shampoo and conditioner incase you forget yours at home. WE ARE FAMILY FRIENDLY!!!!!!! I can provide a pack n play port",TRUE,0.53,FALSE,Cozy Venice Beach Surf Pad on Canal,110,91,90291,1,3,175.00000000000009
House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",4,2,Real Bed,flexible,TRUE,LA,"This quite, tranquil 2 bedroom/2 bathroom is nestled at the end of a non-thru street for extra privacy but is also centrally located next to everything Venice Beach has to offer. Right next to the canals and a quick walk to the beach and Abbot Kinney There is plenty of space in this home with two bedrooms, two full baths, a back house with a washer and dryer as well as a fenced in backyard. This house is close walking distance to Abbott-Kinney, the beach, Washington Pier, the Venice Beach Boardwalk and the Venice Canals. You will have access to the entire home, the back house and the backyard. You have full access to the kitchen, the backyard grill, the driveway and the washer and dryer. I will not be in town but will be available via cell.",TRUE,0,FALSE,Bohemian Bungalow in Venice Beach,3,100,90291,2,2,179
Dorm,Shared room,"{TV,Internet,""Wireless Internet"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer}",16,0,Real Bed,strict,FALSE,LA,"Right on Venice Beach ! Enjoy the company of fellow travelers to L.A. - from all over the world in shared single apts. in Venice Beach Hostel ! Wake up to – BREAKFAST included;  Play all day & return to – DINNER included; Relax in your Room with – INTERNET (& COMPUTER) & WI-FI included. All rooms – en suite (their own bathrooms). ALL your Needs INCLUDED in the Price of your bed !! ONLY stay including all this - and - beats the price of any other place at the beach !! Venice Beach Hostel: An international and national traveler's home away from home. Right on Venice Beach.  A place to relax and 'come home to' after attending to what you have to do in L.A. Great for the person in for a training class/course; ESL; Digital Domain interns; in for an interview, or looking for a job; student home for a visit - but wishing to retain his/her ""freedom"".  Large commons rooms and kitchen for people to hang out; get acquainted; share cooking, etc. ",TRUE,0.9,FALSE,SHARED ROOM in VENICE BEACH HOSTEL,35,73,90291,1,16,48.99999999999999
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",6,2,Real Bed,strict,TRUE,LA,"This is a perfect spot for those who want to be near the action. Located just 150 steps away to the sand and the World famous Venice Beach Boardwalk in a tree lined residential walk street area of Venice Beach.  Welcome to Casa de Tina at Venice Beach. Just 150 Steps to the Sand!!! Live with the locals. This is a perfect spot for those who want to be near the action. Located just 150 steps away to the sand and the World famous Venice Beach Boardwalk in a tree lined residential walk street area of Venice Beach. Walk or bike to everything. Loads of wonderful restaurants, bars, cafes, fitness centers and spas within minutes from our property. For those wanting locally grown produce and locally hand made products, we have 3 weekly Farmers Market within a walking or biking distance from our property...this is a great way to meet locals. We are centrally located to all that Los Angeles has to offer. Five minutes to Santa Monica, Marina del Rey, Venice Pier and the Hip and Chic Abbot Kinney B",TRUE,0.91,FALSE,150 Steps to the Sand!  Sleeps 6!!!,90,95,90291,3,5,249.9999999999999
Apartment,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit""}",1,1,Real Bed,strict,FALSE,LA,"Private room with comfortable queen size bed, desk and chair. Shared bathroom. The shared kitchen has an Omega slow juicer, Ninja blender with 1 horsepower, slow cooker,spiralizer, rice cooker and more. Free Bikes are also available. Free fresh fruit The living room has a balcony overlooking 2 eucalyptus trees. There is a complete Kitchen (Strickly No animal products please entire House). Bathroom has a bathtub I keep it clean. I Have always fresh fruit for our guests and vegan soup if you get hungry and don't want to step outside. :) Shared bathroom, kitchen and living room. Washer and dryer in the building operated  by coin  (75 cents a load). I also have many bicycles that I'm happy to lend for free (beach cruisers, roadbikes, mountain bikes and BMX). I have my girlfriend over sometimes. 2 blocks from Abbot Kinney Blvd one of the coolest streets in the USA. 8 blocks from the beach. There is public transportation just 2 blocks away.",TRUE,0.86,FALSE,Private Sunny Room in Venice &Bikes,23,94,90291,1,1,64.99999999999999
