fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5.911638677818701
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6.916314872680232
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5.93175241840072
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6.539548655739054
7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,5.644706267863512
7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5.060697862645611
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5.415089016081765
6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4.5171250000130385
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5.675623272312805
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5.3624238192569464
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7.398160582408309
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7.244925834238529
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7.157948824809864
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7.530741639668122
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7.8007053879555315
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6.442754437215626
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6.756365416804329
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6.638100119307637
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7.896346255438402
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6.383036695420742
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5.952198964543641
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7.710664208047092
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7.929470382165164
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6.374727480113506
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5.785036246990785
6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6.21910936688073
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6.485460072057322
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6.681228295434266
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5.4636337463743985
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5.939143254188821
7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6.339853522600606
6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,5.000382574275136
5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5.217383254086599
6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,8.036065951222554
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6.34823397337459
6.9,0.38,0.28,8.3,0.062,22,166,0.99505999999999994,3.16,0.72,10.6,5.097953631076962
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6.730338678462431
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6.735802043695003
6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5.649761637207121
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6.885661911452189
7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7.113974953303114
6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5.269943575607613
6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4.884512522490695
5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6.971510529750958
7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5.90167265268974
5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6.69623366673477
5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,6.930972304660827
5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6.748135993955657
5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6.110552475554869
5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6.538370970403776
5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6.339739333605394
6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,5.725109240505844
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8.34105671592988
7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6.750701395096257
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6.325935423141345
6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6.287992397556081
7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6.286139278439805
6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,6.20547708356753
6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6.28773619630374
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6.265352321090177
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6.165884200483561
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6.1643600426614285
6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7.286777519155294
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6.511778846383095
8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5.369930864544585
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6.941544660134241
6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5.5767750677187
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6.537130794022232
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6.727624036138877
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5.316896589240059
6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5.830936749698594
5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7.661171497544274
6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7.211618384579197
6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7.348070206353441
5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5.516969337826595
6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6.906084350543097
6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6.990246579283848
5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6.292218581074849
7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5.322088183136657
5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6.6291031742002815
6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6.770480415550992
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6.2292283361312
7.5,0.21,0.29,1.5,0.046,35,107,0.99123000000000006,3.15,0.45,11.3,6.242480838904157
7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,6.130805112887174
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6.856645490974188
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6.100124688120559
6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8.707300945185125
6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,7.544423436746001
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5.179254647344351
6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,6.1940552953165025
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6.847363544628024
6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6.67355036502704
6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7.869861866114661
6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,5.625794181600213
6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5.811327926814556
6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,5.934200374642387
6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5.002819395856932
6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7.4743071871344
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6.557181298034266
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5.217843089485541
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5.935729823075235
5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6.977792371995747
6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6.431987619725987
5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5.80793502740562
5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,6.255222482606769
7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5.5889215029310435
6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6.438688728725538
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7.187733860686421
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6.008585180854425
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6.381423458689824
5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,6.127498217858374
6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6.96092239394784
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6.465234202099964
6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,6.233365227701142
7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,7.798233113717288
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7.67036173469387
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6.5839897252153605
5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7.667149164248258
7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,5.739351145690307
7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,6.671133687486872
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6.151012408081442
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5.606327134184539
6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5.931330105755478
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5.381219246191904
6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5.883070365525782
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7.700018557021394
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7.731457408517599
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7.2815856877714396
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7.431349948281422
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7.726160425227135
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7.805540780071169
7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5.435048691229895
7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5.26760061015375
6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7.783682964043692
5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7.1899140605237335
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8.165100566577166
6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6.012920429231599
6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7.373972099274397
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7.576623581815511
6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,5.8032730494160205
6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6.010370756965131
7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5.880166307324544
6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6.4902931759133935
6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,7.598268326604739
6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,6.67051677685231
6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6.417364171240479
5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7.785112503916025
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5.736330026993528
6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,6.846566858701408
6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6.6614928911440074
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6.730808863649145
6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7.896510481834412
6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7.195010892115533
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5.9821593589149415
7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5.8134680753573775
5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6.58121982216835
5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6.5252261341083795
6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,5.925564285367727
7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6.031114459037781
7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,5.723283069906756
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6.4549610279500484
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6.756732733454555
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6.037261713063344
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8.69340548524633
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6.1460581354331225
6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5.2483907451387495
7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5.267841368447989
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6.587103778962046
8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6.278622484533116
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6.245378881692886
6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,6.823030428960919
6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5.756633055396378
6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6.47392543964088
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6.1365921965334564
5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6.174350535031408
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7.915820315247402
5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6.2630862751975656
6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,6.883931189076975
6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6.282569808419794
7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6.894249079748988
6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4.574648307170719
6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4.679078324697912
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5.705282848095521
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5.26386439264752
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5.336919870227575
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4.360515360487625
8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6.367129142163321
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5.343670811969787
6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,6.697798910783604
6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6.111539874225855
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4.192317575681955
5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4.081406861077994
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7.4361762965563685
6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5.919920994201675
5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7.4432964192237705
5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7.270172865130007
6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6.22207296313718
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6.79157518199645
6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,6.254690909991041
7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6.058059186208993
6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6.379267388954759
6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,6.906529955100268
6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,6.188908018870279
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5.351813204353675
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5.462020336650312
7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5.956429057288915
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5.100983175449073
5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,7.035755249438807
6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6.646387275541201
6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6.065302458358929
5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7.319452488096431
6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,6.262164518004283
7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5.787835431052372
7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5.1389424870722
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6.6650510719046
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6.907577422913164
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6.304279307834804
5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6.723511464195326
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6.364102021791041
7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6.432616045000032
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6.7288679308258
5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,4.262797873467207
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5.768971620360389
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5.510227202437818
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5.683215170400217
5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5.444639582419768
5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,6.628652193816379
3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6.660101497080177
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6.037434376776218
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7.782034568255767
6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6.547519355081022
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6.43675610749051
5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,6.078052274649963
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6.834477491676807
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7.530304124346003
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7.944921033922583
5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6.254359629470855
7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5.759518657112494
6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6.45798713574186
6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,5.894587901653722
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6.118983029853553
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6.7487479138653725
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6.434724194696173
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6.831104633631185
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7.935674207285047
7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,5.26762515748851
5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,4.966011934215203
6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6.67701362981461
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6.006411640672013
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5.7039022070821375
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5.049031029455364
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6.074033735087141
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6.077679414767772
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6.972677433397621
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6.10092535475269
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5.412994032958522
7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,6.981195963686332
6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6.027468889718875
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5.845074806595221
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5.643660587491468
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6.456358221825212
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5.849935272010043
7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,5.836831536376849
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5.469796417746693
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6.988131115445867
7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6.546220222255215
5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6.737966862041503
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6.8579388211946934
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5.962095333030447
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5.494902627076954
7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,6.125587195856497
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6.242977009387687
6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6.140221972484142
5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6.51546265440993
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6.857228432549164
6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7.905200216686353
6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6.813737383345142
6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6.594692206708714
5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6.807876167586073
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5.719645931152627
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6.6864322014153
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6.9931217026896775
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7.318786914926022
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7.377113042399287
7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,5.828849854646251
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7.22339161275886
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7.96767911943607
